x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
28.222763, 10.638525, -7.598622, -1.923153, -16.858044, NaN, -37.817036, 21.898648, -2.858330, 11.446592, 3.888565, -7.257867, 14.129660, NaN, 2.788227, 5.364464, 13.511369, 14.941046, 11.511833, NaN, 15.055763, NaN, 33.587134, NaN, 11.989357, 3.241076, 17.206320, 9.316492, -8.905942, -8.218067, -20.535575, -8.010713, -15.381700, -20.189085, -10.221472, 2.432366, 0.759382, 0.604463, 3.661242, -11.913216, 15.848744, 0.140264, -15.165129, -10.574663, NaN, -17.531296, -3.553971, 0.382674, NaN, -17.958615, -10.611302, NaN, 8.953923, 6.815716, 5.221271, 5.972163, -3.994585, 14.590986, 13.064501, 6.310503, 13.089604, -3.858864, 17.842491, NaN, 8.984598, 12.668884, 5.963848, NaN, -24.336765, NaN, NaN, -6.708253, 7.353321, NaN, -10.060028, 21.436440, NaN, 2.473857, 11.268910, 10.230953, 8.453944, -6.684814, 6.366033, 8.973797, 10.922737, 16.109774, NaN, NaN, NaN, NaN, -11.703187, 6.647579, -16.417052, 25.457117, -11.925812, J, H, J, K, K
NaN, 4.920775, -15.752903, -9.510673, -18.662543, -3.206778, NaN, 14.436571, -9.303416, 4.653267, -2.820999, -11.432744, 10.570414, -13.604903, -6.794383, -2.733936, 11.361403, 8.263298, 11.541894, -27.050527, 3.917400, -1.558803, 29.919802, 12.135729, 9.376791, -0.483786, 9.996884, 8.201273, -18.122885, -10.111181, NaN, -8.964797, -18.450914, -16.725670, NaN, -4.032330, -10.995496, -4.284766, -1.832494, -16.917826, NaN, NaN, -14.790973, -16.454324, -10.383669, -21.314570, -7.395801, -6.589372, 3.632153, -19.929745, -14.855942, 5.474199, 5.254736, 4.216557, 1.849717, 0.965446, -9.057355, 8.178908, NaN, -0.712966, 9.289654, -11.699233, 7.849168, 2.807589, 2.358036, 8.740505, 3.911348, -28.230531, -25.545073, 6.817019, -0.517568, -15.459082, -0.153892, -9.303394, -15.766797, 18.074771, -14.672385, 1.151215, 5.149446, 3.254222, 2.466696, -16.035849, -3.386016, -1.485015, 1.069033, 13.717157, NaN, 10.777249, -13.973170, -13.928816, NaN, NaN, -21.880344, 20.063084, -17.573948, K, H, I, G, J
27.653962, 14.788311, NaN, -2.789571, -14.946100, -3.959055, -37.896748, 16.933754, -1.307348, 6.064381, NaN, -4.580345, 12.481673, -6.799993, NaN, 3.633213, 6.787761, 9.985283, 11.693277, -23.295254, NaN, -0.494625, 28.077972, 13.394103, 13.736633, 5.171615, 17.589731, 8.776168, -12.056562, -7.551630, -15.080244, -9.485552, -13.192121, -16.591343, -13.398812, -7.206681, -6.313937, -0.807589, -0.326016, NaN, 12.408231, 2.606693, NaN, -16.389060, -10.670950, NaN, NaN, NaN, 8.288419, -21.809865, -11.127654, NaN, 6.825168, 2.052433, 1.530723, 3.245344, -6.191095, NaN, 11.320997, NaN, 10.320244, -7.221525, 15.470131, 3.472957, 3.942517, 9.112519, 4.266330, NaN, -23.512033, 12.604805, NaN, -5.242254, 10.428736, NaN, -9.969436, 17.592165, -13.535927, 6.662833, 4.948305, 6.602603, 7.643139, -9.000877, NaN, 9.034861, 6.711765, 20.385261, 2.846600, 11.896279, NaN, -7.784495, -13.985626, 3.149272, -13.581614, 20.453722, NaN, H, H, J, I, G
28.926275, 8.446592, -13.502367, -4.324278, -16.227214, -2.762596, -40.150140, 17.275440, NaN, NaN, -1.039775, -7.107720, 11.150240, -5.115399, -2.260800, NaN, 10.161549, 10.947781, NaN, -21.153339, 8.445635, 6.704859, 29.558194, 11.823710, 14.104022, 2.553752, 15.757161, 12.065632, -10.733358, -8.652731, -16.476513, -9.344028, -12.717695, -16.405635, -15.989444, -4.024175, -5.556180, 1.775650, NaN, -4.368677, 12.533163, 5.503095, NaN, -13.189882, -15.281820, NaN, NaN, 2.673106, 8.321290, NaN, -6.433500, NaN, 8.071626, 2.443306, 1.862989, 3.806587, -9.091924, 15.986515, NaN, 4.138225, NaN, -10.431621, 16.623993, 5.276185, 10.644812, 13.424120, 10.154532, -25.160490, -18.484696, 16.832596, 7.257391, -11.397169, 8.491998, -4.206568, -13.943005, 21.754892, -6.434254, 0.127058, 8.668019, 7.487720, NaN, NaN, 0.585804, 6.052724, 8.699807, 19.917353, -0.142375, 12.763077, -7.947321, -6.232741, -11.780411, 6.990880, -15.931623, 23.641608, -9.840921, H, H, G, G, H
24.817566, 9.351300, -13.095933, -9.798686, -13.667964, -4.961014, -41.573994, 14.832500, NaN, 7.215975, NaN, -11.246689, NaN, -8.818251, -5.814292, -0.566556, NaN, 8.443046, 16.091250, NaN, 5.910300, 0.590674, 30.824330, 14.235793, NaN, -4.937617, 6.879401, 7.968644, -11.298654, NaN, -14.349389, -6.544639, -13.777810, -17.590056, -11.307326, -2.582036, -9.712555, -2.393756, 1.114698, NaN, 15.679630, -0.986343, -16.274031, -15.584753, -10.781618, -19.905132, -2.178454, -2.523257, 9.183392, -24.617884, -11.478606, 6.858619, NaN, 4.144121, 0.005497, 1.871496, -4.628007, 8.797627, 11.431792, -0.058113, 10.259742, -10.849626, 9.841055, 6.801394, 5.593474, 10.229778, NaN, -28.996240, -27.296192, 9.496665, NaN, -8.860058, 7.699701, -7.345468, NaN, 15.864381, -9.102436, 2.112883, 6.080899, 5.165296, 6.444446, NaN, NaN, NaN, 4.452016, 17.441923, -0.084165, 14.721932, -11.134357, -11.428374, -16.251590, -1.396527, -23.662762, 22.444711, -17.114131, I, H, I, I, K
22.760340, 12.786892, -7.672896, -2.951901, -12.155666, 2.010839, -35.310436, 18.114358, -2.524487, 11.157427, NaN, -3.646469, 9.838951, -6.512816, -1.463451, 3.439011, 9.910650, 9.353116, 16.385836, -22.090967, 10.677664, 3.564728, NaN, 14.665899, 12.188161, NaN, 17.856955, 10.176402, -8.825972, NaN, -16.558572, -4.834525, -16.000568, -16.827680, -8.446905, -2.821478, -4.168212, 3.331920, 2.827656, -12.520156, 13.317220, 4.383853, -10.820280, NaN, -12.086373, -14.676358, -2.291481, 0.119605, 6.685427, -20.618607, -4.516393, NaN, 7.534301, 1.335120, 5.986302, 5.796209, -5.453604, 18.138932, 15.255428, 0.155681, 13.741539, -6.175412, 16.796060, NaN, NaN, NaN, 4.133040, -26.915792, NaN, NaN, 5.083228, -6.964117, 11.048691, -0.517674, -5.562192, NaN, -8.408095, NaN, 10.307199, 10.756036, 8.324971, -10.143391, 1.519326, 7.270447, 11.952229, 20.631212, -1.043604, 12.462214, -2.723731, -7.116520, -13.004740, 3.252736, -17.751839, 24.096291, -10.526997, K, H, H, J, H
21.253031, 9.802488, -10.263608, -3.976022, -14.359908, -0.764210, -34.112824, NaN, -3.238407, 4.499035, -0.958955, -3.851503, 14.256106, NaN, -5.547511, -0.033202, 5.153182, 11.386096, 9.988478, -26.894402, 10.621187, 4.209603, 30.547528, 12.347241, 16.201623, 0.365368, NaN, 5.475457, -9.049564, NaN, -13.898146, -6.555816, -14.370754, -15.095538, -14.208510, NaN, -5.658702, -4.102828, -1.657885, -15.934772, NaN, NaN, -17.025440, -13.803802, -10.962199, -17.471968, 0.502235, NaN, 10.056800, NaN, -6.500600, 8.602262, 0.739519, 0.722293, 1.700670, 2.286632, -8.214357, 8.877195, 11.362347, -0.519151, 8.983765, -7.807934, 17.159140, NaN, 4.202197, 6.260775, 2.191711, -28.749503, NaN, 7.899272, 3.840900, -7.006416, 9.406652, -3.349565, -11.533277, 15.406420, -10.284986, 6.429668, 5.057332, 4.735808, NaN, -12.272312, 0.463372, 4.202756, 9.278431, 14.475752, -0.426705, 6.918670, -5.500133, -7.386309, -11.267250, 3.814635, -16.185543, NaN, -12.598107, J, NaN, G, G, NaN
23.822639, 13.023263, -14.113455, -6.817308, -19.116297, NaN, -37.701442, 18.214296, -2.191098, NaN, -0.505216, -5.336014, 13.643981, -7.004022, -0.689734, 4.855838, 13.404482, NaN, NaN, -26.253488, 8.197036, 2.635179, 31.739911, 17.202069, 14.746032, 8.360576, 23.149199, 13.780514, -6.015898, 0.191127, NaN, -9.159845, -19.352181, -16.051882, -11.837936, -2.255120, -4.451046, 2.362978, -1.316672, -11.758549, 11.913200, 5.322262, -10.760304, NaN, -3.810010, -20.174744, -2.253776, 7.532504, 9.269033, -18.434924, -6.557769, 12.822563, 10.082017, NaN, NaN, 9.706533, -1.236906, 17.539295, 10.884238, -2.474286, 8.873098, -6.617316, NaN, 6.061262, 9.922472, 11.035713, 6.139610, -22.726465, -17.104708, 13.403984, 6.270940, -6.361327, 11.623552, -0.413916, -10.061336, 23.547905, NaN, 7.969039, 10.539225, NaN, NaN, -10.683349, 3.627199, 11.574780, 0.101342, 19.171353, 3.573705, 10.034770, -5.349363, -9.626574, NaN, 1.248668, -12.866420, 22.862782, NaN, K, H, K, I, J
23.745318, 14.763168, -9.533285, -2.838510, -16.284517, NaN, -36.379053, 19.864356, -4.079607, 12.274326, 1.242857, -10.320944, 9.788041, -4.346634, NaN, 1.775638, 9.599102, 11.588294, 13.001036, -23.117146, NaN, -1.160779, 34.026956, NaN, NaN, 0.879806, 14.423623, 9.496070, -10.904801, -8.147690, -15.719073, -5.889492, -13.221169, -14.331610, NaN, 2.048256, -8.379589, -2.039344, -1.439576, -11.815726, NaN, 1.753519, NaN, -9.091410, -10.900322, -18.521346, -7.622266, -3.834131, NaN, NaN, -10.036296, 8.056577, 5.813432, 2.891766, NaN, 4.302346, NaN, 11.002966, NaN, NaN, 12.080443, NaN, 13.253066, 8.878743, 7.999099, 15.472963, 11.263237, -25.953855, -23.984631, 14.510470, 3.815333, -10.429333, 6.165906, -2.538270, -6.542888, 19.492323, -10.630039, 7.265137, NaN, 7.906745, 5.704094, -12.434272, 2.195846, 7.488806, NaN, 18.876527, -3.365226, 15.272167, -4.007443, -6.111412, -7.804265, 6.754692, NaN, 28.889120, -19.237941, I, NaN, H, NaN, G
25.881823, NaN, -14.122420, -7.957792, -18.032483, -5.150617, -36.237673, 19.910992, -6.541036, NaN, 1.739953, -6.887829, 7.530668, -3.509095, NaN, 5.364519, 10.783701, 11.204306, 15.073445, -23.769107, 7.070273, 1.667951, 33.322210, 14.704821, 10.862541, -1.802176, 10.402481, 11.376782, -5.874807, -2.539878, -20.046613, NaN, -17.160578, -18.619718, -10.922912, 1.495393, -1.025842, 1.671635, NaN, NaN, 10.508478, 2.069604, -12.707355, -12.441832, -9.117866, NaN, -3.073534, -1.026179, 7.069128, -22.392466, NaN, 12.000064, NaN, 2.204612, 3.168537, 8.872832, -1.020804, 13.029010, 10.463271, -0.273282, 6.408772, -8.975589, 16.724789, 7.990825, 7.721309, 9.085422, NaN, -25.329905, -22.268713, 11.486730, 5.420774, -8.179208, 8.290463, -4.107891, NaN, 18.572761, -9.492798, 6.893954, 9.788969, 10.577051, 8.740245, NaN, 6.365246, 6.179777, 7.021115, 17.112917, 1.714689, 12.825233, -6.849840, -12.282466, -19.333406, 5.527693, -20.732102, 24.656285, -13.780735, G, H, NaN, K, NaN
28.588585, 12.623056, -12.870946, NaN, -19.035350, -0.386720, NaN, 15.987021, -1.363145, 7.424036, -0.062418, -7.811089, 9.748743, -4.773049, -0.857185, 2.806794, 10.178163, 10.738212, 11.561658, -20.822828, 7.906976, -0.151807, 29.386745, 9.322907, 10.995689, 2.104110, 12.683044, 12.139458, -11.962412, NaN, -17.628511, -12.946325, -16.239445, -21.075825, -13.385560, -3.040197, -3.323086, -2.110292, -1.137743, -10.551455, 10.240062, 2.320762, -15.598786, -13.659977, -12.809757, -16.855799, -3.907383, 2.932567, 7.765267, -21.765392, -8.740977, 9.589374, 7.250985, NaN, 4.905277, 5.270024, -7.213110, 13.978567, 12.164567, 2.346225, 8.533313, -8.004682, 11.959742, 7.516651, 13.346763, 7.210250, 6.780700, -23.354260, -23.372714, 15.239232, 3.470620, -6.887319, 5.937775, -4.623195, -9.822288, 23.096143, -7.921195, 2.999866, 10.905374, 7.725235, 5.994146, NaN, 2.294438, 6.220716, 5.259703, 14.747100, 2.749701, 13.247558, -10.359054, NaN, -13.441724, 2.939839, -15.537288, NaN, -13.920297, NaN, H, G, I, H
22.961421, 10.023078, -10.403284, -7.799401, -16.272878, -3.640336, -38.335354, 17.145426, NaN, NaN, -0.247523, -5.556101, 12.202131, NaN, -1.134252, 2.580651, 12.990489, 12.996505, 13.631288, NaN, 11.617939, 4.538003, NaN, NaN, 14.739915, 4.579594, 21.266345, 13.068976, -9.989345, -5.493545, NaN, -9.652691, NaN, NaN, NaN, -6.862592, -6.619305, -0.564374, NaN, -13.202793, 13.907405, 3.779579, -12.867522, -10.260862, NaN, -14.025048, NaN, 2.795023, 9.644520, NaN, -6.832701, 13.474039, 9.252398, 2.747252, 3.275919, 8.214100, NaN, 16.112442, 6.699419, -2.833465, 10.353810, -8.389225, 12.932384, 4.921655, 9.961635, 12.886424, 1.718765, NaN, NaN, 14.768069, NaN, -7.902751, 8.445828, -1.417475, -11.669366, 21.836867, -12.293727, 4.738915, 11.511804, 6.289511, NaN, -11.153498, NaN, 12.319736, 3.253322, 15.901180, 2.268133, 7.495667, -7.828823, NaN, -16.698679, 1.217141, -14.840538, NaN, -10.398162, J, H, J, K, NaN
NaN, 12.059888, -8.728484, NaN, -16.028053, -0.038515, -38.525283, 16.685000, -5.399421, NaN, NaN, -4.880049, 13.672173, -8.165409, -5.730957, 3.907339, 9.960892, 11.553776, 12.748508, -20.938075, 11.042572, 5.154188, 26.794690, NaN, 9.753272, 2.437766, 18.905547, 11.828609, -13.022027, -6.939422, -13.267879, -8.659073, -13.804050, -17.584353, -14.493028, -1.930185, -7.188585, -1.236924, -2.079648, NaN, 12.834174, 3.170144, -15.943278, -14.832308, -8.555808, -14.961294, -1.141154, -0.138311, 9.942684, -21.061654, -8.218019, 9.534024, 8.380735, 2.773195, 3.323394, 4.247624, -9.142407, NaN, 11.738149, 3.412118, 10.598255, -9.624604, 15.361693, 6.097257, 3.298351, 12.093502, 4.523856, -27.654253, -27.794077, 14.771278, 1.462932, NaN, 4.186667, NaN, NaN, 20.841720, NaN, NaN, 0.760871, 5.310893, 7.414308, -13.552793, 1.287191, 6.081821, 6.316730, 18.374605, 0.409284, 10.588278, -5.445967, -9.503923, -13.564747, 4.932186, -15.556237, 17.978611, -13.629493, H, H, I, I, K
28.271885, 14.379409, -8.847507, 0.018892, -13.022280, -2.708496, -37.043956, NaN, -5.465058, 7.318094, NaN, -8.034524, 10.054876, -4.136963, -4.519883, 1.698479, NaN, NaN, 14.695962, -23.573554, 11.103496, 4.133784, 33.992534, 16.428833, 11.573720, -1.833267, 17.394560, 11.777499, -7.925145, -3.755887, -18.112935, -5.293419, -17.725091, -18.191068, -6.881224, NaN, -5.330494, -2.285789, NaN, -11.938448, 12.550038, NaN, -12.954814, -14.276030, -6.717167, -18.470490, -3.825095, -0.842682, 8.282731, -20.840834, NaN, 11.219141, 5.256109, 3.013718, 2.967594, NaN, -4.056733, 10.551895, 12.179773, NaN, 11.305811, -7.851462, 15.636294, NaN, NaN, 12.928675, 8.528840, -25.646539, -25.219746, 16.243219, 6.221970, NaN, 9.807876, -3.410776, -9.819497, 22.423303, -9.092020, 7.261136, 8.926186, 5.673023, 7.132723, -12.109228, NaN, NaN, 4.898746, 15.632710, NaN, 13.269667, -3.864160, NaN, -13.950354, NaN, -12.925733, 25.316746, -15.066779, J, H, G, I, J
28.267327, 10.705336, NaN, -3.781162, -14.000737, -0.719073, -37.579677, 18.510839, -0.896100, 6.422149, 3.735908, -6.216405, 11.288746, -3.558571, -4.730437, 3.799613, 10.600544, 13.761836, 12.105493, -23.574368, 11.819446, -0.522285, NaN, 12.245334, 12.376900, 2.542544, 13.764409, 9.975627, -9.585676, -9.287440, -13.055762, -8.824587, -17.457640, -19.474627, -13.630647, -2.301424, NaN, NaN, NaN, -12.314815, 14.251801, 2.367695, -14.422242, -13.904057, -8.149839, -16.559692, -2.163951, -0.717554, 10.868783, -20.032423, -9.452046, 11.609868, 4.672907, 5.950350, 3.161793, NaN, -4.760882, 12.045021, 15.591682, 4.538600, NaN, NaN, 15.701760, 9.212491, 6.708847, NaN, 4.679290, -27.218840, -28.605438, 9.680145, 5.659855, -6.369278, 7.556484, -5.919292, -12.280309, 23.505802, -7.760625, 4.160536, 5.307622, 5.192191, 9.783166, -10.172678, 1.436078, 4.287075, 7.587369, 14.964819, -0.992646, 15.261020, NaN, -12.796349, -15.203436, 3.409187, -16.520978, 24.461245, NaN, G, H, I, J, H
24.669072, 11.887208, -11.439257, 0.306688, -15.414874, -3.332481, NaN, 16.532997, -7.764808, 5.028734, NaN, -6.658463, 14.354419, -7.396253, NaN, 1.277210, 10.081970, 8.860189, 11.109493, -26.140402, 9.641206, 1.284411, 32.311500, NaN, 15.770155, 2.700679, 15.215964, NaN, -10.404690, NaN, -10.924484, -8.072935, -14.816738, -15.093955, -9.887684, -6.262475, -9.899366, -4.737518, -0.054255, -8.660011, NaN, 7.361601, -13.247091, -19.281748, -6.202329, -21.712717, -3.731751, 2.927925, 10.745337, -16.041761, -10.722557, NaN, 7.817779, 5.271722, NaN, 3.881101, -5.717999, 9.233275, 14.342287, -4.936506, 10.519586, -9.494094, 13.023080, 1.802568, 6.234766, 9.760255, 12.526976, -25.407153, -22.821315, 10.102024, NaN, -11.945942, 12.823794, NaN, -15.255758, NaN, -9.423250, 5.441360, 12.033509, NaN, 6.779249, NaN, 2.570935, 8.009806, 3.724641, 16.885560, 2.070316, 10.920391, -8.147044, -7.889565, NaN, NaN, -16.096535, 24.252800, -17.974173, I, H, J, NaN, K
27.759762, 14.641287, -8.693945, NaN, -12.267169, -4.192061, -37.175455, 13.896480, NaN, 9.237946, -1.443411, NaN, 8.033819, NaN, -3.871308, 3.212240, 6.483320, 9.808137, 8.656640, -21.361384, 8.535490, 1.205811, 30.898512, 14.976888, 11.806106, -1.604243, 15.449765, NaN, -6.891369, -7.296017, NaN, -10.549303, -17.440716, -20.636566, NaN, -0.526296, -3.571723, -3.326384, NaN, -10.599816, 12.466703, 3.022543, -14.733025, -13.786404, -9.117106, -17.186982, NaN, 0.395014, 7.974287, -24.232822, -5.135088, 11.901472, NaN, 5.082704, 2.538575, 5.626344, -5.270659, 11.872987, 11.943015, 1.977786, 12.950181, -7.302033, NaN, NaN, 9.772925, NaN, 5.997193, -29.193272, -25.180762, 14.050811, 4.501447, NaN, 8.562156, NaN, -11.588919, 27.088834, -9.346248, 7.206079, 7.977258, 5.585520, 8.553926, -10.846193, 1.298484, 8.791579, 5.453487, 18.151610, -1.141440, 13.220595, -4.113696, -11.143772, -18.091693, 2.873410, -13.749931, NaN, -13.851020, NaN, H, G, G, J
28.668419, 10.196907, -10.630371, NaN, -12.300810, NaN, NaN, 10.778838, -2.759153, 6.396239, 2.193131, -4.883636, 14.645603, -12.132988, NaN, 3.487122, 12.745891, 11.708442, 10.861158, -22.203316, 8.589307, 5.065265, 28.865211, 14.098325, 18.489803, NaN, 16.377501, 10.637328, -13.394790, -5.848103, -13.885103, -9.339332, -14.429041, -21.799242, -14.782091, -4.086653, NaN, -4.252561, 2.987503, NaN, 13.619996, NaN, -14.514670, -16.125949, -8.856253, -19.136167, NaN, 1.754871, 13.607174, -18.642713, -8.265384, 11.747868, 3.144577, 7.023861, 0.743520, 9.933829, NaN, 17.197535, 13.264869, 3.120285, 8.671901, NaN, NaN, 12.643676, 6.144122, 10.208244, 6.207928, -26.279627, -25.971553, 13.690992, 3.925885, NaN, 4.571114, NaN, -12.056500, NaN, -8.523416, 2.734152, 6.873505, 2.279361, 6.639079, -7.794044, -1.742809, 3.486145, 5.938728, 16.984846, 0.237500, NaN, -8.275884, -9.982241, -14.394827, 1.179029, -12.461219, 24.966260, -13.535509, G, H, H, H, K
24.309999, 10.204048, -7.185972, -3.265313, -15.134549, -0.574939, -36.680038, NaN, -4.123347, 10.221471, 3.804043, -4.063385, 12.291702, NaN, -0.809009, 5.993924, 8.495429, 10.754192, 11.786777, -23.395335, 5.557179, 2.525868, NaN, 16.386265, 13.663913, 1.948931, NaN, 11.458877, -5.732634, -5.285102, -17.010370, -8.741320, -15.421335, -14.797787, -9.649864, -1.284906, NaN, 2.278598, -1.835395, -12.445380, 14.548294, 4.193631, NaN, -10.177329, NaN, NaN, -3.702755, -0.950756, 9.494575, -17.798141, -7.233176, NaN, 6.599319, 6.672430, NaN, 9.799722, -9.135063, NaN, 15.683702, 3.576456, 12.147207, -8.442516, 13.581092, NaN, 6.479342, 10.823711, 9.565537, -27.300132, -21.000144, 10.323417, NaN, -10.415546, 7.441548, -6.944463, -13.660461, 20.630949, -12.572849, 6.287429, 4.691077, NaN, 5.049864, -9.390665, 4.467217, 8.804081, 10.460144, 14.389754, 1.924510, NaN, -3.782051, -7.179375, -11.361393, 8.514803, -11.851048, 26.612955, -10.750167, K, H, G, G, H
22.362562, 7.323762, NaN, -10.548344, -21.734359, NaN, -43.802873, 16.092248, -9.687062, 3.918444, -3.777048, -7.898182, NaN, -10.808926, -1.594888, 1.719982, 10.411289, NaN, NaN, -25.674909, 7.779871, -5.540495, 30.305229, 9.008114, 8.833276, 1.794024, 13.797144, 8.451189, -11.153981, -11.648739, -15.645993, -11.371934, -21.841089, -20.230646, -16.255281, -6.184191, -11.317915, NaN, 0.508122, -17.370412, 9.268529, 3.662641, -17.247187, -15.108140, -9.515981, -24.567341, -7.124520, 0.501147, 7.932440, -25.695226, -10.476955, 7.516946, 7.903016, 0.124862, -0.750175, 0.880103, NaN, 9.901631, NaN, -4.375692, NaN, -11.582132, 10.080014, NaN, 5.154416, 4.147637, 0.806039, -28.238931, NaN, 7.213049, -0.506106, -12.271553, 7.116503, -9.401812, -15.043210, 17.483219, -17.827990, NaN, 8.781372, 1.121520, 4.861853, -12.992019, -0.254226, 8.505173, 3.742600, NaN, -4.510942, 8.894838, -11.208613, NaN, -14.408756, 1.563043, -19.109221, 19.407167, -14.289394, G, NaN, K, NaN, NaN
NaN, 10.354385, -8.836086, -1.843556, -15.691136, -5.244183, -36.099203, NaN, -3.906391, 7.447102, -1.194236, -7.784591, 10.976440, -8.783639, -8.055391, 1.927627, 10.486722, 15.211128, 10.997657, NaN, 8.782377, -0.381063, 31.486278, NaN, 13.337708, NaN, 11.924295, 7.722708, -9.183629, NaN, -16.832041, -3.515927, -13.643417, -21.147956, NaN, -0.340990, -7.528710, 0.806938, 2.876497, -7.557499, 12.891212, 2.813347, -12.957368, -17.535439, -8.725562, -23.742360, -3.119375, NaN, 5.635464, NaN, -11.414389, 11.175322, 5.452244, 6.553960, 1.052798, NaN, -2.593405, 11.620746, 13.196875, 1.462196, 8.324824, -6.495207, 15.291207, 7.312796, 4.806187, 10.033153, 6.705484, -27.314289, -24.377912, 11.367725, 2.499628, -8.166729, 11.629479, NaN, -10.681117, 22.186859, -9.419378, 3.771857, 9.685555, 4.781880, 9.278966, NaN, 4.991435, 5.328448, 4.142806, 19.350414, NaN, 15.162527, -3.297005, -9.529451, -13.339480, 2.696869, -18.740183, NaN, -19.994605, I, NaN, G, H, I
21.875002, 10.229564, -14.682589, -5.578507, -19.805654, -0.747392, -44.099284, NaN, -7.482493, 6.066154, -2.162098, -13.277511, 14.499534, -10.470999, NaN, -1.190221, 3.763188, NaN, 11.303497, -25.904271, 5.314325, 4.417610, NaN, 10.843703, 12.166282, -4.114361, 12.064403, 8.329628, NaN, -4.908908, -18.267931, -11.029525, -13.381709, -17.450810, -17.325969, -4.160458, -10.645851, -1.076814, -4.213083, -10.877532, 15.002790, 3.825530, NaN, -14.717722, -11.782893, -19.891005, -0.808837, -2.732669, 4.892922, -25.347611, NaN, 5.269654, 0.411070, 1.565036, -2.553059, 1.764986, -8.788883, NaN, 14.885525, 0.337162, 10.674945, -9.440669, 12.015443, 9.054731, 11.251485, 6.869207, 7.481296, -27.154983, -23.228376, 11.777285, 4.063102, -8.854352, 2.959631, -4.922598, -10.921448, 23.137688, -7.207682, -1.005435, NaN, 5.127270, NaN, -13.605735, -3.246810, 0.267926, 0.553341, 15.978766, -1.241412, 14.350624, -12.542156, -10.882700, -15.030470, -1.223495, -17.513887, 22.478844, -17.289166, NaN, H, H, K, H
25.802041, 11.140536, -6.681371, -5.300098, -14.515871, 3.104279, -38.826813, 16.557089, -2.649684, 8.176969, 3.090243, -9.344548, 14.679215, -6.335099, NaN, NaN, 12.073691, NaN, 16.924729, -22.887116, NaN, 0.749091, 31.762977, 18.000196, 14.266888, 4.303709, NaN, 13.196658, -5.499122, -3.671786, -14.099459, -8.166546, -14.067990, -16.422217, -9.756362, -3.489473, -3.863876, 1.179958, 3.652578, -10.359274, 14.225321, 5.717565, -10.720024, -10.714490, NaN, -15.375973, -0.947361, 4.164091, 10.973701, -16.101267, -6.229941, 12.302067, 6.799709, NaN, 3.873314, NaN, -0.908935, 18.159682, 12.469269, 1.792175, NaN, -3.769443, 10.060194, 8.808478, 8.354653, NaN, 7.904769, -23.919146, NaN, 9.838527, 3.130803, -0.194723, 6.129729, NaN, -7.110726, 21.278049, -5.717498, NaN, 12.262349, 6.387532, 12.050578, -6.438283, NaN, 6.548386, 9.674974, 19.823597, 4.818595, 16.271110, -9.882756, -8.640412, -11.877239, -3.984666, -11.171157, 24.245256, -14.532618, K, H, G, H, NaN
27.868552, 12.258285, -11.776394, -2.524280, -14.713260, NaN, -37.922706, NaN, -4.212814, 7.225507, -0.179599, -5.294932, 11.257113, -6.214988, -4.657426, 5.214340, 7.452539, 11.295097, 11.265512, NaN, 11.583046, 1.783513, 29.137369, NaN, 12.521505, -0.529125, 13.306282, 11.414234, NaN, -6.839410, -15.408201, -8.754592, -14.664652, -19.183773, -10.283643, -2.472974, -5.221215, -4.489070, -1.085031, NaN, 13.077496, 6.332410, NaN, -12.828419, -10.366051, NaN, -1.104043, 0.420018, 12.452262, -16.533380, -11.877850, 12.125552, 6.374984, 1.735648, 3.544884, 6.573660, NaN, 12.111029, 17.160627, -1.780451, 8.187562, -8.871521, 12.631574, 9.242770, 10.756094, NaN, NaN, NaN, -25.898112, 14.877317, 5.218217, -8.589214, 8.555471, -3.420961, -9.336815, 23.597903, NaN, 5.563762, 6.329328, 9.063488, 10.099247, -12.401617, NaN, 5.921779, 7.620826, 15.617596, -0.660363, 13.741215, -7.093367, -9.501778, -11.252408, 7.140301, -18.069258, 25.917901, -14.413563, J, H, G, I, H
