y, x_ 1, x_ 2, x_ 3, x_ 4, x_ 5, x_ 6, x_ 7, x_ 8, x_ 9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, x_68, x_69, x_70, x_71, x_72, x_73, x_74, x_75, x_76, x_77, x_78, x_79, x_80, x_81, x_82, x_83, x_84, x_85, x_86, x_87, x_88, x_89, x_90, x_91, x_92, x_93, x_94, x_95, C_ 1, C_ 2, C_ 3, C_ 4, C_ 5
-11.921454, NaN, NaN, NaN, -5.124110, -18.509282, 0.194619, NaN, 15.194819, -7.296454, NaN, 0.579385, NaN, NaN, -4.898070, -1.718816, 3.295061, 11.411907, 12.966468, 15.714508, -24.279691, 9.686689, 2.232214, 32.658885, 11.474709, 10.154190, 2.345479, 14.670316, 10.757187, NaN, -6.423107, -12.348150, -10.453510, NaN, -13.401369, -14.069101, NaN, -6.384618, NaN, -2.184064, -14.806815, 12.171322, 0.577525, -17.045068, -11.182829, -7.751561, NaN, 0.078267, -1.154103, 9.748293, -21.020914, NaN, 9.837196, 4.853575, 7.903146, NaN, NaN, -5.211057, 10.988844, 15.783875, 4.859559, 13.898342, -8.698793, 12.926026, 5.898071, 4.909124, 10.118939, 5.395226, -27.704017, -27.301606, 10.241727, 2.906496, -9.772564, NaN, -3.632716, NaN, 19.043735, -10.578264, 3.442849, 4.169715, 4.139094, NaN, -10.867475, NaN, 6.693158, 8.182708, NaN, 0.110020, NaN, -10.098453, -7.905525, -8.977550, 0.941857, NaN, NaN, -14.501153, G, H, J, I, I
-11.059471, 27.329799, 15.422914, -8.269474, NaN, -13.782565, -1.977037, -37.246405, 12.704242, -3.619861, 11.450779, -0.519675, -2.638784, 10.772347, -11.972182, -4.634811, 7.203625, 8.438354, 10.947752, 8.862093, -20.590590, 7.034149, 1.022364, 31.618825, 12.649903, 15.241792, 2.860198, 17.280668, 10.331325, -12.252009, NaN, -16.196597, -7.031015, -12.672072, -17.422334, -12.198585, -0.351309, -6.064908, -1.267395, 4.059872, -12.044923, 13.076269, 7.482947, NaN, -13.781058, -10.527654, -16.154758, 2.532585, 0.744575, 7.821659, -23.201648, -8.305437, 12.911794, NaN, 1.745459, 1.979233, 6.231218, -6.109342, NaN, 12.884652, 4.877990, 9.791086, -3.106371, 13.334362, 7.264600, 6.803720, 8.263177, 6.077362, -22.116719, -21.918699, 13.698787, NaN, -6.839333, 7.224737, -4.007302, -4.880301, 22.581336, -15.329049, 9.511163, NaN, 8.786580, 7.290416, -11.586718, 5.569140, 10.736563, 8.425391, 17.888997, -1.339452, 13.866583, NaN, -2.701999, -13.761193, 10.183673, -12.593599, 23.728965, -12.367199, I, H, I, G, J
14.702986, 25.044151, 13.048420, -10.285186, NaN, -17.305999, -1.875971, -38.153295, 17.321502, -4.738984, 9.940826, 3.067879, -10.090019, NaN, -9.447893, -3.273800, 4.441414, 10.747020, 9.421310, NaN, NaN, 7.887662, -0.610658, 32.386881, 14.414807, 13.275533, 7.146756, 17.827122, 10.852985, -5.870145, -8.228529, -14.638254, -12.276669, -13.290783, -17.733381, -11.138820, -3.775703, -6.062302, 2.037242, -0.536976, -12.425943, 12.365804, 5.405347, -11.678579, -12.019940, -14.203545, -18.437507, -0.912434, 2.658023, 10.015996, -22.839485, -6.597820, 11.424537, 7.408321, 2.983605, NaN, NaN, NaN, NaN, 13.428504, NaN, NaN, -7.148466, NaN, 3.431221, 7.804732, 9.536811, 5.543166, -26.477071, -19.507062, 12.932985, 3.511804, -6.603857, 7.114366, NaN, -8.046622, NaN, NaN, 2.338435, 9.867822, 6.043855, 9.790195, -9.020507, 6.976996, 10.492145, 9.214326, 18.090875, -1.605565, 11.873374, -5.731604, -4.994143, NaN, 3.947883, -16.380257, 21.400844, -12.827884, NaN, H, H, K, G
-22.404735, 21.736870, 9.687474, -10.809616, -7.660170, -19.748462, -7.502993, NaN, 10.882372, -7.745702, NaN, -3.743722, -12.074201, 7.771083, -5.852321, -1.061537, -1.965369, 6.441060, 7.453116, 12.302201, NaN, NaN, -3.020887, 30.947334, NaN, 8.692508, 1.357529, 9.615598, -0.125516, -6.718064, -8.247120, -18.820448, -8.822971, -16.785188, -17.057404, -13.719060, -8.372412, NaN, -4.075424, -2.606404, -16.262297, 9.831228, -2.863155, -19.213520, -10.170602, -16.537373, -20.550351, -2.376807, -1.793634, 6.490279, -26.266515, -7.693547, 5.041275, 4.113993, 0.241136, NaN, 1.507699, -7.687321, NaN, 10.303631, -2.648788, 8.747640, -9.515112, 10.837388, 2.305555, 6.239789, 5.126316, 5.645588, -31.615313, -26.949544, 4.733373, 0.815841, -10.630689, 4.839224, -7.985354, -14.955316, NaN, -8.985199, 2.738587, NaN, 7.521161, 7.378237, -11.036315, NaN, 6.737346, 9.045324, 17.532955, 0.280120, 7.676550, -11.447541, -11.084860, -16.359524, -0.166580, -19.749831, 20.396174, -15.724721, G, H, J, I, I
-23.731298, NaN, 9.680007, -10.564652, NaN, NaN, -4.204937, -35.974902, NaN, -2.639743, 7.657705, 0.783909, -6.995178, 11.586883, -10.782625, -5.337835, 2.338367, 7.540134, 6.093540, 8.124333, -21.373182, 5.837518, -3.870610, 30.085437, 13.478957, 12.258376, 1.505564, NaN, 5.153600, -9.589488, -3.748111, -14.379124, NaN, -10.120171, -16.950437, -13.288215, -4.237662, -2.057912, -0.956186, 1.631745, -9.231428, 12.883017, 10.409731, -13.079136, -15.484926, -7.668903, -14.914974, -0.260634, 3.771817, 9.067683, -19.592202, NaN, 8.048091, 9.081752, 2.547482, 3.321672, 7.825488, -5.294779, 12.172261, 11.919074, -0.933183, 9.334695, -7.703890, 12.358777, 8.442591, NaN, 4.440373, 6.621118, -27.177272, -24.037433, 5.216867, 3.156157, -4.172946, 4.252652, -10.113332, -12.276470, 19.422278, -9.923808, 3.899852, 6.960201, 8.344628, NaN, -13.475320, 6.096677, 6.838786, 6.651814, 15.269093, -2.261922, 11.029076, -10.218165, -7.208300, -20.833579, 6.188271, -16.966348, 20.545597, -12.227876, G, H, J, J, K
7.681649, 24.258743, 15.972301, NaN, NaN, -16.136388, -1.237153, -38.004952, NaN, -6.662693, 7.620095, NaN, -6.349668, 10.883507, -6.651805, NaN, 1.532974, 15.331949, NaN, 13.734414, NaN, 14.345143, NaN, 37.044228, NaN, 14.886525, 7.503682, 19.975723, 10.549545, -8.648025, NaN, -13.088368, -8.381639, NaN, -15.915577, -6.115509, -1.658714, -5.944197, -0.568417, 1.526470, NaN, 10.092696, 7.181864, -11.978741, -12.840892, -6.289309, -20.597645, -4.971079, NaN, NaN, -15.960069, -9.534668, 12.893134, NaN, 6.486233, 5.592233, 8.593629, -3.130723, 17.438809, 17.881718, -0.068407, 10.345739, -6.625461, NaN, 3.621858, 6.623880, 11.152962, 8.192438, -23.800262, -21.088702, NaN, 4.121847, -6.353626, 9.968013, -4.121167, -8.663816, 21.846683, NaN, 3.320169, 10.050009, NaN, 11.697188, -10.995258, 7.327181, NaN, 4.491269, 13.369769, -3.656697, 10.161930, -5.803706, NaN, -11.686841, 2.376744, -14.642207, 21.927106, -14.330466, J, H, J, K, G
113.446867, 25.839023, NaN, -3.895561, -1.182475, -9.921926, -0.963312, NaN, 16.489420, -5.133505, 12.439582, 1.505729, -8.108633, NaN, -9.829859, NaN, NaN, 14.379097, 12.447404, 10.068522, -22.341495, 7.033931, -1.056244, 30.447461, 16.966331, NaN, 5.573674, 15.661908, 7.660981, NaN, -7.337496, NaN, -8.504556, -8.651233, -17.930697, -9.519353, -4.955595, -4.081211, 0.182377, 2.831442, NaN, 15.709042, 8.392267, -13.389909, -13.602366, -10.174796, -15.088836, 0.972072, 4.950160, 13.525411, -16.016760, -5.892490, 10.046245, 9.416606, 8.018642, 0.901150, 9.908846, -7.579332, NaN, 10.381589, NaN, 12.841429, -6.036036, 12.949799, 8.994932, 9.186333, NaN, 5.912924, -23.976536, -23.531769, NaN, 4.086696, -5.498492, 5.445487, 0.328645, -9.324559, 24.841996, -11.286606, 5.516116, 14.832067, 1.105256, 8.277168, -7.263571, 5.466913, 8.948825, NaN, 17.597582, 2.945446, 15.538855, NaN, -4.323420, -7.961023, 6.837340, -13.148940, 25.031180, -11.423749, J, H, K, J, G
-74.939086, 16.031508, 8.194462, -11.333840, -6.772252, -15.206456, -6.987045, -41.255450, 9.341249, -7.334673, 7.799525, NaN, -13.338253, 8.121219, -13.536629, -4.863256, -4.013207, 7.965132, 6.884453, 9.688497, -23.695178, 6.262282, -2.936272, 30.609311, 10.565644, 8.032899, 0.234222, NaN, 7.085630, -8.350802, NaN, -23.471618, -8.570316, -19.219740, -22.275168, -13.412494, -5.070466, -5.819033, NaN, -4.167921, -17.289881, 8.110999, 5.484241, NaN, -10.302645, -16.867701, -18.749508, -7.123225, -1.045898, NaN, -21.396383, -9.804323, 6.268506, 4.064014, 0.887675, 0.432330, NaN, -9.759813, 11.843306, 7.432069, -3.837666, 11.445888, -10.391472, 9.159345, 4.664286, 8.673077, 5.658540, -0.205709, -34.669749, -23.830767, 7.487316, 4.898043, NaN, 2.172883, -2.527921, -11.695084, 18.353376, NaN, 3.494604, 9.119601, 8.673656, 8.204832, -13.190144, 4.334843, 4.116036, 4.741148, 16.025358, -4.182793, 5.776413, -8.232819, NaN, -14.330987, 1.373435, -18.343825, NaN, -17.085977, K, H, J, I, G
-61.285092, 16.427421, NaN, -11.354470, NaN, -21.398893, NaN, -41.921352, 10.300279, -10.350514, 5.119376, -3.576137, -12.485263, 7.951293, -13.764675, -10.453728, -1.932954, 5.632911, 7.745598, 6.934593, -28.030110, 3.428492, -3.553957, 25.738624, 10.316545, 6.218090, -2.122592, 14.510062, NaN, -12.160067, -11.868778, -23.206149, -10.891539, -17.129340, -23.231673, -15.770214, -10.319861, -10.646950, -1.718552, -3.099490, -15.972374, 10.449813, -0.877300, -15.740436, -17.290854, NaN, -22.395532, -7.841421, -3.570313, 0.450229, -24.770793, -12.107615, NaN, 1.692534, -1.604999, -3.965680, -1.266231, NaN, NaN, 7.740685, -2.262752, 6.539448, -12.660467, 9.508498, 0.732704, 3.966325, 9.409419, -0.025648, -31.009469, -26.285081, 7.239811, -1.447774, -13.276584, 0.912931, -8.799428, -19.412199, 13.807112, -17.460181, -3.772350, 1.451078, NaN, -1.674597, -14.060726, 1.684890, NaN, 3.218749, 12.266882, -4.459902, 7.258581, NaN, -12.554824, -20.698074, -0.220668, -20.020516, 17.885954, -16.352999, I, H, G, H, I
11.799670, 26.344496, 9.783178, -9.779242, -3.537388, -13.593346, -7.007026, -38.556000, 16.568740, -7.127475, 11.202259, NaN, NaN, 13.084555, -7.799639, -3.009865, 8.203527, 10.009873, 15.276297, 13.852823, -29.109152, 10.435692, 3.700389, 28.381677, 13.938468, 13.193784, 3.773479, 19.127593, 9.071953, -7.963840, NaN, -17.026937, -6.626218, NaN, -14.378523, -13.532521, -3.235861, NaN, 0.391011, NaN, -13.003366, 13.865231, 2.268336, NaN, NaN, NaN, -18.124831, NaN, -1.676974, 8.781974, -25.119917, -7.692622, 9.465444, 5.136292, NaN, -1.429802, 9.425392, -5.142113, 15.240373, 9.490959, NaN, 11.304322, -4.722329, 18.023122, 6.154342, 4.609050, 11.288734, NaN, -26.011241, -25.609757, 11.154349, 4.995782, -7.516975, 3.368409, -4.852199, -11.794322, 22.701131, -12.416014, NaN, 4.025541, 8.410277, 11.631658, -8.749031, NaN, NaN, 6.669272, 19.407695, -2.571825, 8.486188, NaN, -10.132375, -16.621648, 3.870895, -16.934551, 22.657604, -8.339860, G, H, G, G, H
-28.893287, 20.225123, 10.942646, -14.509345, NaN, -16.801871, -9.207691, -41.449045, 12.730895, -9.606506, 5.903695, -9.387190, -8.148759, 8.151731, NaN, -2.366884, 4.682702, 6.784849, 5.827915, NaN, -29.070004, 10.286831, -0.363379, 31.702521, 7.795824, 11.964211, NaN, 14.487223, 3.798816, -12.790622, -5.007136, -15.098065, -9.578866, -20.555741, -19.101345, -15.556593, -8.010077, -13.268764, -6.642227, -0.001738, -13.527435, 5.315882, 1.072475, -16.446085, -17.217419, -15.229290, -22.354467, -3.878010, -4.845411, 5.450323, -30.163778, -11.389373, 8.900968, 2.049610, -5.630601, NaN, -2.736217, -8.683226, 10.661276, 9.049337, -3.462926, NaN, -7.359615, 15.796927, NaN, 3.325996, 7.860934, 1.661022, -24.819365, -25.210003, 7.031301, 3.125785, -14.351670, 8.647049, -8.070162, -13.626821, 15.116577, -14.573687, 1.965299, 9.242779, 7.702948, 3.156996, -10.112766, -0.193456, 9.222967, NaN, 16.096668, -2.876046, 7.265817, -10.717831, -8.218658, -15.901900, 5.814873, -20.485099, 20.738755, -13.402497, J, H, J, J, I
-135.532441, NaN, 10.626389, -15.154815, -6.074490, NaN, -0.614795, -41.506541, NaN, -6.245154, NaN, -2.223834, -8.560011, NaN, -10.616944, -3.304497, 1.114364, NaN, 6.812653, 14.431865, -22.839123, 5.444281, 2.884360, 31.388347, 12.209642, 12.730258, -1.117608, 11.968862, 12.715795, -11.657433, -5.950453, -16.169472, NaN, -14.150391, NaN, -12.022860, -1.909286, -8.983540, -1.737380, -2.129712, NaN, 10.126625, 6.215245, -15.016932, -14.510245, NaN, -19.249776, -3.228730, 1.307810, 7.873943, -19.277871, -10.928119, 11.124407, 7.645244, NaN, 1.227606, 3.040566, -7.020260, 14.147611, 12.171203, -2.546219, 9.610214, -12.536042, 10.336977, 6.702123, 8.712762, 9.982776, 7.376739, -26.531613, -21.128205, NaN, NaN, -7.362500, 9.227249, -1.444374, -7.276700, 20.021518, -9.160467, NaN, 10.440829, NaN, 7.156973, -13.673832, 1.742638, 4.168188, NaN, NaN, NaN, 13.816412, -6.327536, NaN, NaN, 1.541864, NaN, NaN, NaN, J, H, K, J, I
-114.941603, 23.729645, 14.297656, NaN, -2.899338, -22.693959, -4.693753, -39.304241, NaN, -5.446437, 3.832304, -0.211145, -9.072235, 8.351807, -5.813705, -3.344578, 3.779740, 11.944277, 11.231185, 13.399828, -23.529153, 6.086015, NaN, 35.382909, 12.715939, NaN, 4.690718, 13.025521, 6.301092, -9.169130, -3.843496, -14.475404, -6.536941, -15.878129, NaN, -11.630611, -3.613118, -6.068374, -3.432313, NaN, -12.383047, 6.511297, NaN, -14.379521, -17.672433, -7.220014, NaN, -3.446432, 0.375331, 6.843750, -22.222629, -11.127484, 11.125491, 3.245970, -2.078072, 1.465634, 2.587080, -5.080785, NaN, 15.750422, -1.163027, 10.951814, -9.665799, 13.522138, 4.203483, NaN, 6.422587, 7.146194, -25.193822, -21.781804, 7.587002, 4.579691, -12.098974, 9.303239, -5.972298, NaN, 16.920591, -10.282259, 7.021286, 9.600363, 7.524709, 6.128530, -13.307074, 7.532859, 4.494342, 4.103602, 18.095460, 0.682340, 16.965385, -13.284533, -10.487792, -18.388898, 6.763032, -16.420600, 21.319589, -18.397074, J, H, G, J, I
28.457905, NaN, NaN, -10.696364, -6.896988, -16.630517, NaN, -40.475452, 13.562479, -3.550832, 8.452919, 2.528374, -11.070836, 10.547792, -7.519535, -0.704076, 0.426541, 7.711001, 7.310389, 13.922950, -22.833624, 4.892294, 1.293416, 30.188159, 17.500570, 13.502797, 1.857593, NaN, 12.738209, -8.098815, -7.437897, -16.796966, -9.722203, NaN, -14.410281, -12.368068, -0.938622, -4.422950, 1.381903, NaN, -9.978258, NaN, 4.506937, -10.627688, -13.394528, -8.124550, NaN, -2.751737, 2.034034, 5.966091, -22.790886, -6.115843, 13.193497, 8.326948, 5.853070, 0.213548, 3.785015, NaN, NaN, 14.135505, 2.942029, 15.680887, -6.516580, 12.518146, 6.829048, 10.620532, 7.872923, 7.254118, -26.167414, -21.144384, 10.643242, 4.960643, -5.685917, 8.311164, -5.644525, NaN, 22.063342, -6.730460, 3.943065, 11.150469, 6.059211, 6.639389, -10.206749, NaN, 4.008007, 5.063259, 18.782274, 2.917344, NaN, NaN, -7.915388, NaN, NaN, -15.598596, 22.396262, -15.988566, G, H, G, G, H
19.580781, 24.554970, 7.965262, -9.440598, -5.277029, -19.610107, -1.269835, -39.007238, 18.078943, -2.750650, 8.141287, 1.637133, -9.162098, 14.567610, -3.176767, -0.025908, 1.267305, 6.167316, 9.846725, 10.489124, -24.682576, 9.171136, 0.090357, NaN, 15.000115, 11.186506, 2.884225, 17.348873, 7.203537, -8.098010, -6.901405, -16.964047, -10.477415, -16.883518, -16.414941, -15.382382, -5.583082, NaN, NaN, -1.388483, -15.719291, NaN, 3.577209, -14.657253, -12.396894, NaN, -18.360935, -2.948129, 2.484001, 7.221903, -20.402074, NaN, 7.792403, 4.277206, 3.606879, -0.094977, 4.432703, -5.501458, 8.592546, 10.936369, 1.915531, 10.498870, -8.717385, 15.153199, 4.041722, NaN, 6.629945, 6.316380, -28.991208, NaN, 6.301086, 4.622381, -10.283918, 5.767495, -5.844168, -15.660072, NaN, -9.835841, 5.237400, 7.696023, 2.638021, 6.494226, -9.787715, NaN, 6.425692, NaN, 14.848800, 2.200503, NaN, -11.695333, NaN, -12.069034, 5.492493, -14.166936, 23.644879, -12.529417, NaN, H, J, J, H
24.132709, 23.989063, NaN, NaN, -0.123232, -12.919868, -1.729501, NaN, 21.870112, -1.285908, 15.757014, NaN, -7.428162, 17.451644, -5.452295, -5.540989, NaN, 12.914078, 13.531734, 16.009014, NaN, 11.906260, 2.394218, 31.225297, 18.445477, 14.729821, 8.876532, 20.994891, 8.686869, -9.594689, -4.296779, -9.490674, -8.008050, -13.164403, -15.848592, -8.833187, -1.971243, -7.058699, 2.153692, 2.598264, -9.970736, NaN, NaN, -10.798492, -11.677969, -6.982198, -13.793038, -1.323378, 0.409910, 11.235062, -16.272743, -6.756711, 12.609456, 12.868294, 5.488753, 2.185726, 8.043067, -4.167735, NaN, 13.801694, 2.285646, NaN, -7.730121, 16.142906, 5.678241, 6.499741, 14.102675, 5.966820, NaN, -23.620059, 13.417488, 6.626371, -11.394138, 10.598782, NaN, -11.279412, 23.838743, -10.801154, 7.137099, 9.778788, 5.440550, 9.369908, -8.663673, 4.608118, 11.853027, 6.436705, 23.138411, -0.262419, 12.710365, -6.855308, -5.745525, -10.671380, 7.609565, -16.170375, 26.748503, -11.581805, NaN, H, I, K, I
76.057293, NaN, 10.379768, NaN, -4.141545, -13.911498, -3.535941, -36.573284, 24.255647, -3.883982, 8.518492, 3.538726, -5.976008, 12.345862, -5.864624, NaN, NaN, 18.345595, 16.962653, 15.894361, -18.654179, 10.392822, 1.080128, 34.994131, 18.533000, 14.167529, 8.948340, 18.427998, 14.139343, -4.712389, -2.628072, NaN, -5.674282, -14.125314, -13.950349, -9.377210, -2.283235, -3.667342, 4.631263, 6.325810, NaN, NaN, 8.514701, -11.976385, -9.090648, -8.015063, -14.022447, 1.024353, 6.697046, 13.929156, -15.390497, -8.616678, 15.126421, 11.515614, 9.221233, 6.759596, 12.929757, 0.427911, 15.857764, NaN, 3.005664, 10.023757, NaN, 15.263929, 5.243271, 9.464282, 16.474536, 10.844571, -18.995687, -16.790250, 14.756591, 5.294880, -4.988302, 9.508781, 2.332035, -8.592443, 23.513141, NaN, 5.390149, 13.416174, 10.607471, 12.589517, -7.294656, NaN, 10.697390, 9.636643, 19.414725, -0.201157, 17.155807, -3.295406, -7.700051, -13.573196, 5.392625, -12.552836, NaN, -6.630455, NaN, H, J, J, J
7.508508, 26.016032, 14.397458, -7.864451, -3.324186, -17.226806, -0.341107, -35.185291, 15.167261, -5.479629, NaN, 0.169644, -5.205453, 11.629504, -5.537008, -1.959943, -0.547218, 9.446569, NaN, NaN, -22.582608, 6.588609, 5.354340, 32.038365, 12.583495, 14.642992, -0.374226, 15.878211, 10.141902, -6.615719, -5.112824, -21.010459, -5.234828, -11.250529, -16.430284, NaN, NaN, -1.874578, 2.179233, 1.562868, -10.751189, 14.966015, 4.490578, -13.587240, NaN, -8.716720, -18.478787, 0.045434, 0.631982, 5.991304, NaN, -3.902027, 9.015221, 7.187650, 4.210464, 1.096532, 5.330880, -7.150994, NaN, NaN, 2.434179, 9.526722, NaN, 15.737244, NaN, 10.018726, 10.963464, 8.307379, -26.214851, -22.576112, NaN, 4.917650, -4.491135, 8.810174, -4.068524, -6.684428, 22.158781, -9.906014, 3.802281, 9.915814, 7.961972, 6.092203, -10.764891, 5.655597, 6.251512, NaN, 17.897005, -0.360898, 13.355985, -0.294956, NaN, -14.473290, 4.403978, -13.251612, 22.247858, -14.115480, J, H, G, J, H
54.512054, 22.822228, 11.204954, NaN, -1.848854, -14.209560, -3.712618, -40.708191, 18.140253, -2.711568, NaN, -0.552547, -5.101709, 13.646524, -6.441350, 1.875185, 6.414168, 6.648653, 9.080697, 13.849176, NaN, 12.044968, 1.813877, 33.118967, 18.532054, 12.799585, 3.640529, 19.515476, 8.938280, -9.881829, -4.388744, -15.134615, -6.584498, NaN, -13.262070, -10.908153, NaN, -7.771559, 1.821265, 1.765449, -15.141783, 15.967400, 4.143594, -11.220726, -8.808308, -11.206355, -15.906248, -3.804247, 0.980665, 8.506354, -18.871486, -9.436828, 12.600306, 8.491160, 3.944268, 4.566964, 3.203426, -3.308457, NaN, 15.028282, -1.845898, 12.484295, -5.323036, 14.418424, NaN, 7.696081, NaN, 6.241153, -25.037958, -20.292355, 10.582429, 4.106980, -11.310766, 12.019443, -3.744350, -12.094945, 21.494401, -10.580260, 7.325142, 8.465257, 10.877484, 8.243891, -9.004954, NaN, NaN, 9.351170, 20.734983, 2.929287, 10.473647, -6.060993, -11.018818, -11.712301, 5.026392, NaN, 26.793919, -9.148712, NaN, H, I, I, K
61.567644, 29.113014, 15.630955, -5.307338, 0.837575, -16.476524, 0.530270, -35.506011, 17.279419, NaN, NaN, NaN, -3.499059, 18.656352, 0.299970, 3.378778, 8.513876, NaN, 13.275870, 14.872990, -19.793814, 11.734221, 2.209337, 36.628326, 16.086842, 17.686526, NaN, 21.061481, 11.180867, NaN, -0.628221, -12.069658, -8.671872, -13.147261, -15.569878, NaN, -1.190830, 1.100546, 2.645196, 1.358437, -10.043784, 15.847448, 5.111092, -13.869904, -8.829970, NaN, -14.339105, 1.236781, 5.110485, NaN, NaN, -5.417791, 16.185129, 8.787173, 7.139231, 2.034075, 14.980108, NaN, NaN, NaN, 1.370154, 15.747403, -5.206779, 16.167939, 11.125752, NaN, 9.502822, 6.783601, -24.936941, -21.598508, 13.562984, 8.045058, -3.496140, 13.579584, -2.344750, -8.421262, 24.251386, -5.317359, NaN, 11.646513, 9.127294, 14.782520, -7.307388, 7.064073, 11.381087, 8.470019, 18.935541, 6.036604, 15.770954, -7.177880, -8.263862, -12.808013, 6.484612, -10.243810, 27.892669, NaN, NaN, H, G, J, H
-16.240572, 27.258226, 11.850665, -7.448089, -4.117294, -17.469769, NaN, -38.787664, 12.998737, -4.945209, NaN, 1.458518, -0.843389, 12.845271, NaN, 0.826699, 3.996774, 11.407167, 10.390289, 15.121949, NaN, 4.994540, 6.691608, 30.361466, 17.458790, 17.477028, 0.886680, 13.594456, 11.211774, -12.307690, -1.711777, -15.484046, NaN, -11.592232, -15.422459, -9.075666, -0.797354, -5.607366, -0.232422, 0.335499, -11.569918, 11.667812, 7.269604, -10.098676, -13.415027, -4.444777, NaN, 2.328982, 1.688120, 7.673087, -18.951227, NaN, 14.800342, 12.214059, NaN, -0.533548, 5.956988, -6.025534, 15.737832, 10.678842, NaN, 9.626781, -6.590577, NaN, 5.763822, 8.245249, 9.652061, 7.489355, -22.383810, -24.806285, 13.582237, 4.604186, -11.098578, 11.446918, -6.731540, -8.044872, 17.895355, -11.693092, 8.989988, NaN, NaN, 5.861627, -12.619469, NaN, 7.475741, 7.937574, NaN, 2.634069, 13.790960, -6.459008, -2.704917, -12.342860, 8.738669, -16.683158, 26.701813, -15.393495, G, H, H, H, G
10.756324, 27.691968, 13.089949, -6.255957, -3.292268, -16.966182, -2.595742, -34.599300, 16.823035, -3.888920, 7.282758, 2.827637, -3.360326, 11.101826, NaN, 1.427159, 6.277933, 13.833700, 13.385223, 13.101003, -22.715528, 9.040780, -0.005605, 34.641016, 15.724499, 15.411166, 4.787431, 16.017530, 10.332655, -2.862449, -4.910574, -13.860859, NaN, -14.647885, -17.861071, NaN, NaN, -1.093246, 1.752282, NaN, -10.586977, 12.996131, 4.604393, -12.713905, -11.600713, -9.140299, -16.539868, 0.844429, 5.176167, 9.997821, NaN, -7.771464, 16.024813, 4.846506, 4.553848, 0.330954, 9.738677, -2.691686, NaN, NaN, 1.417748, 11.366418, -7.872072, 16.339799, 5.237954, 9.820807, 9.604149, 7.315304, -25.578525, -20.690608, NaN, NaN, NaN, 12.273494, -2.643332, NaN, 17.839409, -8.661170, 6.105792, 11.122333, 6.277434, 9.833174, NaN, 7.807254, 11.045810, 11.994140, 15.811966, 2.360951, 14.482246, -4.566290, -6.738714, -13.932614, 8.781531, -14.616996, 26.202958, -8.752783, I, H, K, I, H
34.486572, 26.944751, 14.572200, -8.023768, 1.561982, -15.282450, -1.748869, -31.823017, 12.570190, -0.199784, 8.224716, NaN, NaN, 12.620230, -5.758713, NaN, 5.449154, NaN, 14.459675, 12.274073, -19.883558, 10.644255, 7.879161, 33.306164, 16.103639, 19.283977, 7.369791, 18.301746, 9.860642, -4.746205, NaN, -12.822821, -4.849243, -10.540415, -15.943366, -13.702071, -1.585177, -0.956651, -0.706205, NaN, -2.740091, 13.333679, 8.527807, -11.170200, -13.013011, -9.452269, NaN, 4.072535, 7.797395, 11.728835, -18.331672, -7.198948, NaN, 6.222694, 6.889732, 3.662024, 9.353893, NaN, 17.945300, 16.102201, 2.388968, 12.756978, -6.667279, 19.242256, 8.172804, 9.618792, 11.758112, 12.285869, -27.576005, -18.190054, 12.641853, 8.108659, -9.763693, 13.583977, 1.110035, NaN, 22.417933, -4.370942, 6.651819, 10.623522, 10.117920, 10.907085, -6.823670, 5.851227, 6.668704, NaN, 24.234257, 4.612812, 12.895996, -2.744394, -6.125597, -12.193357, 9.056609, NaN, NaN, -12.264336, J, H, J, I, J
-5.821526, 27.974651, 11.472981, -9.480602, NaN, -11.097011, -2.026186, -39.492321, 16.354833, -2.290060, 9.417231, 0.289915, -4.598722, 10.730419, -8.582289, -3.661868, 4.971257, NaN, NaN, NaN, -23.380759, 7.432369, 0.705843, 31.690383, 17.478815, 14.010117, NaN, 19.978297, 9.838958, -10.895960, -1.448603, -16.304902, NaN, -18.183175, -17.369020, -10.150343, -1.781248, -6.123849, -1.090214, 6.466429, -10.960603, 14.201352, 2.938639, -11.426848, -12.585068, -10.768992, -18.055615, NaN, 2.293390, 9.717411, -19.942545, -7.529539, 12.600128, NaN, 2.858811, 1.896381, 7.781148, -2.322263, NaN, 11.824290, 3.139884, NaN, -5.926071, NaN, 8.776534, 5.395127, 13.801084, 6.721219, -22.785017, -22.271204, 12.518598, 7.809492, -7.373285, 8.921142, NaN, -9.030953, 20.564711, -11.927811, 9.228208, 8.962392, NaN, 4.027149, -6.326057, NaN, 9.491802, 7.574899, NaN, 3.075553, 13.451855, -6.950260, -7.678755, NaN, 4.857571, -10.832665, 27.377387, NaN, J, H, H, K, K
